Sample,motu,rel_ab,Present,Prevalence_num,Prevalence,Kingdom,Phylum,Class,Order,Family,Genus,Species,Sample_type,Collection_date,Location,Hive_origin,Number_guts,Number_scabs,Tube_mass,Tube_gut_mass,Gut_mass,Average_gut_mass,RNA_concentration,DNA_concentration,delta_CT,Comments,volume for 300 ng RNA (ul),V17,DNA_yield,RNA_yield,unmapped_perc
N04,ext_mOTU_v3_16147,0.171253229,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,26.07.19,Liebefeld,Liebefeld 1,20,13,2.1505,2.6582,0.5077,0.025385,268,84.4,10.93664,,1.119,NA,5064,16080,11 %
N04,ext_mOTU_v3_16148,0.031085919,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,Pseudomonas,s__Pseudomonas species incertae sedis,Nurses,26.07.19,Liebefeld,Liebefeld 1,20,13,2.1505,2.6582,0.5077,0.025385,268,84.4,10.93664,,1.119,NA,5064,16080,11 %
N04,ext_mOTU_v3_16155,0.0370161,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,26.07.19,Liebefeld,Liebefeld 1,20,13,2.1505,2.6582,0.5077,0.025385,268,84.4,10.93664,,1.119,NA,5064,16080,11 %
N04,unassigned,0.021553148,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,26.07.19,Liebefeld,Liebefeld 1,20,13,2.1505,2.6582,0.5077,0.025385,268,84.4,10.93664,,1.119,NA,5064,16080,11 %
N06,ref_mOTU_v3_00077,0.12184611,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__ Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N06,ref_mOTU_v3_00085,0.0116595801,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella pneumoniae,Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N06,ref_mOTU_v3_00830,0.0476265409,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,Serratia,s__Serratia marcescens,Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N06,ref_mOTU_v3_01848,0.1334539785,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Pantoea,s__Pantoea sp. [Pantoea sp. 9140/Pantoea sp. MBLJ3/Pantoea sp. CFSAN033090/Pantoea sp. OV426/Pantoea vagans/Pantoea sp. aB/Pantoea agglomerans/Pantoea ananatis],Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N06,ref_mOTU_v3_04143,0.0239292245,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Morganellaceae,Moellerella,s__Moellerella wisconsensis,Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N06,ref_mOTU_v3_05086,0.1217092903,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,Fructobacillus,s__Fructobacillus fructosus,Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N06,ref_mOTU_v3_08304,0.1047418945,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N06,ext_mOTU_v3_16147,0.3384899681,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N06,ext_mOTU_v3_16155,0.0150327501,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N06,unassigned,0.0595468771,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,26.07.19,Liebefeld,Liebefeld 3,20,6,2.1565,2.7551,0.5986,0.02993,274,77,11.107268,,1.095,NA,4620,16440,8 %
N07,ref_mOTU_v3_00077,0.0303217,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__ Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ref_mOTU_v3_00085,0.042701328,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella pneumoniae,Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ref_mOTU_v3_00086,0.044022832,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella michiganensis/oxytoca [Klebsiella michiganensis/Proteus sp. HMSC10D02/Enterobacter sp. HMSC055A11/Klebsiella sp. LTGPAF-6F/Klebsiella sp. M5al/Klebsiella oxytoca/Klebsiella sp. AS10/Klebsiella sp. OBRC7],Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ref_mOTU_v3_00087,0.012332408,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Raoultella,s__ Raoultella sp. [Klebsiella oxytoca/Klebsiella pneumoniae/Raoultella ornithinolytica/Raoultella planticola/Raoultella sp. YJ],Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ref_mOTU_v3_00830,0.011456529,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,Serratia,s__Serratia marcescens,Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ref_mOTU_v3_01844,0.013567032,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Pantoea,s__Pantoea allii [Pantoea sp. OXWO6B1/Pantoea allii],Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ref_mOTU_v3_01848,0.037922072,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Pantoea,s__Pantoea sp. [Pantoea sp. 9140/Pantoea sp. MBLJ3/Pantoea sp. CFSAN033090/Pantoea sp. OV426/Pantoea vagans/Pantoea sp. aB/Pantoea agglomerans/Pantoea ananatis],Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ref_mOTU_v3_05086,0.039074315,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,Fructobacillus,s__Fructobacillus fructosus,Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ref_mOTU_v3_08304,0.078277664,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ext_mOTU_v3_16147,0.53950295,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ext_mOTU_v3_16155,0.012476641,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,ext_mOTU_v3_17306,0.046326451,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__Enterobacter species incertae sedis,Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N07,unassigned,0.048468825,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,26.07.19,Liebefeld,Liebefeld 4,20,11,2.1363,2.6094,0.4731,0.023655,166,77.6,8.770954,,1.807,NA,4656,9960,12 %
N08,ref_mOTU_v3_00063,0.0159150285,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacteriaceae gen. [Kosakonia/Enterobacter],s__Enterobacteriaceae sp. [Kosakonia cowanii/Enterobacter cloacae],Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ref_mOTU_v3_00068,0.0349730755,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__Enterobacter kobei [Enterobacter sp. SA187/Enterobacter kobei],Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ref_mOTU_v3_00077,0.2349574035,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__ Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ref_mOTU_v3_00084,0.0532475895,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella aerogenes,Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ref_mOTU_v3_00085,0.0552840949,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella pneumoniae,Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ref_mOTU_v3_00095,0.1287150113,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Escherichia,s__Escherichia coli,Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ref_mOTU_v3_00709,0.0161143817,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Hafniaceae,Hafnia,s__Hafnia alvei,Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ref_mOTU_v3_01848,0.0420500674,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Pantoea,s__Pantoea sp. [Pantoea sp. 9140/Pantoea sp. MBLJ3/Pantoea sp. CFSAN033090/Pantoea sp. OV426/Pantoea vagans/Pantoea sp. aB/Pantoea agglomerans/Pantoea ananatis],Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ref_mOTU_v3_08304,0.0446671709,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ext_mOTU_v3_16147,0.2247259762,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,ext_mOTU_v3_16155,0.0293415826,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N08,unassigned,0.0558283778,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,30.07.19,Yens,Yens 1,20,7,2.1703,2.7568,0.5865,0.029325,102,68.4,11.035273,,2.941,NA,4104,6120,10 %
N09,ref_mOTU_v3_00071,0.019121074,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Lelliottia,s__Lelliottia amnigena [Enterobacter sp. 638/Lelliottia amnigena],Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,ref_mOTU_v3_00077,0.035280141,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__ Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,ref_mOTU_v3_00095,0.024796404,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Escherichia,s__Escherichia coli,Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,ref_mOTU_v3_00830,0.036240873,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,Serratia,s__Serratia marcescens,Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,ref_mOTU_v3_01848,0.254032442,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Pantoea,s__Pantoea sp. [Pantoea sp. 9140/Pantoea sp. MBLJ3/Pantoea sp. CFSAN033090/Pantoea sp. OV426/Pantoea vagans/Pantoea sp. aB/Pantoea agglomerans/Pantoea ananatis],Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,ref_mOTU_v3_08304,0.066982851,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,ext_mOTU_v3_16147,0.16284751,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,ext_mOTU_v3_16148,0.170934738,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,Pseudomonas,s__Pseudomonas species incertae sedis,Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
N09,ext_mOTU_v3_16149,0.022529268,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,Rahnella,s__Rahnella species incertae sedis,Nurses,30.07.19,Yens,Yens 2,20,6,2.1521,2.456,0.3039,0.015195,0.88,64.6,8.89794,Not strictly feeding nurses because there was no queen and no larvae.,340.909,NA,3876,52.8,7 %
